index,x,y,z,widthCm
131,53283,7898.79,288.23,1400
132,53283,6260.75,290.63,1400
133,53283,4639.37,292.94,1400
134,53283,3047.12,295.23,1400
135,53283,1496.5,297.57,1400
136,53283,0,300,1400
137,53283,-1434.06,302.43,1387.5
138,53283,-2814.01,304.77,1375
139,53283,-4152.33,307.06,1362.5
140,53283,-5461.51,309.38,1350
141,53283,-6754.04,311.77,1337.5
142,53283,-8042.4,314.3,1325
143,53283,-9339.09,317.02,1312.5
144,53283,-10656.6,320,1300
145,53297.57,-12017.81,323.34,1300
146,53332.95,-13420.66,327.03,1300
147,53376.66,-14840.15,330.96,1300
148,53416.21,-16251.32,335,1300
149,53439.1,-17629.18,339.04,1300
150,53432.86,-18948.77,342.97,1300
151,53384.99,-20185.1,346.66,1300
152,53283,-21313.2,350,1300
153,53133.14,-22330.99,352.98,1300
154,52949.98,-23261.36,355.7,1300
155,52733.52,-24116.8,358.23,1300
156,52483.76,-24909.8,360.63,1300
157,52200.69,-25652.85,362.94,1300
158,51884.32,-26358.44,365.23,1300
159,51534.65,-27039.04,367.57,1300
160,51151.68,-27707.16,370,1300
161,50720.84,-28371.12,372.57,1300
162,50235.88,-29022.59,375.23,1300
163,49709.29,-29649.08,377.94,1300
164,49153.57,-30238.1,380.63,1300
165,48581.19,-30777.18,383.23,1300
166,48004.65,-31253.81,385.7,1300
167,47436.44,-31655.51,387.98,1300
168,46889.04,-31969.8,390,1300
169,46370.78,-32173.78,392,1300
170,45873.33,-32269.52,394.14,1300
171,45384.21,-32282.01,396.24,1300
172,44890.93,-32236.22,398.12,1300
173,44380.99,-32157.12,399.62,1300
174,43841.92,-32069.71,400.55,1300
175,43261.22,-31998.94,400.73,1300
176,42626.4,-31969.8,400,1300
177,41929.14,-31969.8,398.23,1300
178,41177.77,-31969.8,395.55,1300
179,40384.77,-31969.8,392.12,1300
180,39562.63,-31969.8,388.13,1300
181,38723.84,-31969.8,383.74,1300
182,37880.88,-31969.8,379.14,1300
183,37046.26,-31969.8,374.5,1300
184,36232.44,-31969.8,370,1300
185,35447.77,-31969.8,365.41,1300
186,34683.9,-31969.8,360.47,1300
187,33928.37,-31969.8,355.29,1300
188,33168.67,-31969.8,350,1300
189,32392.32,-31969.8,344.71,1300
190,31586.83,-31969.8,339.53,1300
191,30739.71,-31969.8,334.59,1300
192,29838.48,-31969.8,330,1300
193,28845.67,-31984.37,325.77,1300
194,27757.11,-32019.75,321.8,1300
195,26610.28,-32063.46,318.02,1300
196,25442.63,-32103.01,314.38,1300
197,24291.64,-32125.9,310.81,1300
198,23194.76,-32119.66,307.27,1300
199,22189.46,-32071.79,303.68,1300
200,21313.2,-31969.8,300,1300
201,20576.4,-31819.94,296.25,1300
202,19947.82,-31636.78,292.5,1300
203,19402.51,-31420.32,288.75,1300
204,18915.47,-31170.56,285,1300
205,18461.73,-30887.49,281.25,1300
206,18016.32,-30571.12,277.5,1300
207,17554.25,-30221.45,273.75,1300
208,17050.56,-29838.48,270,1300
209,16503.16,-29407.64,266.32,1300
210,15934.95,-28922.68,262.73,1300
211,15358.41,-28396.09,259.19,1300
212,14786.03,-27840.37,255.63,1300
213,14230.31,-27267.99,251.98,1300
214,13703.72,-26691.45,248.2,1300
215,13218.76,-26123.24,244.23,1300
216,12787.92,-25575.84,240,1300
217,12397.66,-25043.01,235.34,1300
218,12030.3,-24510.18,230.23,1300
219,11692.08,-23977.35,224.85,1300
220,11389.24,-23444.52,219.37,1300
221,11128.03,-22911.69,213.97,1300
222,10914.69,-22378.86,208.83,1300
223,10755.47,-21846.03,204.11,1300
224,10656.6,-21313.2,200,1300
225,10658.68,-20780.37,196.61,1287.5
226,10773.16,-20247.54,193.83,1275
227,10962.56,-19714.71,191.47,1262.5
228,11189.43,-19181.88,189.38,1250
229,11416.3,-18649.05,187.35,1237.5
230,11605.7,-18116.22,185.23,1225
231,11720.18,-17583.39,182.84,1212.5
232,11722.26,-17050.56,180,1200
233,11586.97,-16503.16,176.73,1200
234,11339.29,-15934.95,173.2,1200
235,11016.68,-15358.41,169.48,1200
236,10656.6,-14786.03,165.63,1200
237,10296.52,-14230.31,161.69,1200
238,9973.91,-13703.72,157.73,1200
239,9726.23,-13218.76,153.82,1200
240,9590.94,-12787.92,150,1200
241,9607.59,-12404.95,146.18,1212.5
242,9757.45,-12055.28,142.27,1225
243,9990.56,-11738.91,138.31,1237.5
244,10256.98,-11455.85,134.38,1250
245,10506.74,-11206.08,130.52,1262.5
246,10689.9,-10989.62,126.8,1275
247,10756.51,-10806.46,123.27,1287.5
248,10656.6,-10656.6,120,1300
249,10378.74,-10554.61,117.02,1300
250,9965.59,-10506.74,114.3,1300
251,9448.37,-10500.5,111.77,1300
252,8858.3,-10523.39,109.37,1300
253,8226.6,-10562.94,107.06,1300
254,7584.5,-10606.65,104.77,1300
255,6963.21,-10642.03,102.43,1300
256,6393.96,-10656.6,100,1300
257,5875.7,-10656.6,97.57,1300
258,5378.25,-10656.6,95.23,1300
259,4889.13,-10656.6,92.94,1300
260,4395.85,-10656.6,90.63,1300
261,3885.91,-10656.6,88.23,1300
262,3346.84,-10656.6,85.7,1300
263,2766.14,-10656.6,82.98,1300
264,2131.32,-10656.6,80,1300
265,1404.92,-10663.89,76.66,1300
266,582.78,-10681.58,72.97,1300
267,-297.64,-10703.43,69.04,1300
268,-1198.87,-10723.2,65,1300
269,-2083.45,-10734.65,60.96,1300
270,-2913.91,-10731.53,57.03,1300
271,-3652.8,-10707.59,53.34,1300
272,-4262.64,-10656.6,50,1300
273,-4754.88,-10588.96,46.95,1300
274,-5170.12,-10515.07,44.06,1300
275,-5514.58,-10428.69,41.33,1300
276,-5794.53,-10323.58,38.75,1300
277,-6016.19,-10193.5,36.33,1300
278,-6185.82,-10032.19,34.06,1300
279,-6309.66,-9833.42,31.95,1300
280,-6393.96,-9590.94,30,1300
281,-6421.02,-9293.3,28.27,1300
282,-6377.31,-8941.55,26.8,1300
283,-6275.32,-8548.18,25.52,1300
284,-6127.55,-8125.66,24.37,1300
285,-5946.47,-7686.49,23.31,1300
286,-5744.57,-7243.16,22.27,1300
287,-5534.36,-6808.15,21.18,1300
288,-5328.3,-6393.96,20,1300
289,-5120.16,-5994.34,18.75,1300
290,-4895.38,-5594.72,17.5,1300
291,-4653.94,-5195.09,16.25,1300
292,-4395.85,-4795.47,15,1300
293,-4121.11,-4395.85,13.75,1300
294,-3829.72,-3996.23,12.5,1300
295,-3521.67,-3596.6,11.25,1300
296,-3196.98,-3196.98,10,1300
297,-2826.5,-2775.5,8.68,1300
298,-2397.74,-2322.81,7.27,1300
299,-1935.67,-1857.62,5.81,1300
300,-1465.28,-1398.68,4.38,1300
301,-1011.54,-964.71,3.02,1300
302,-599.43,-574.46,1.8,1300
303,-253.93,-246.64,0.77,1300
304,0,0,0,1300
