index,x,y,z,widthCm
124,10000,-14625,590.63,1600
125,9279.3,-15574.22,621.34,1600
126,8546.88,-16500,651.17,1600
127,7791.02,-17332.03,678.08,1600
128,7000,-18000,700,1600
129,6172.85,-18559.57,719.34,1600
130,5320.31,-19101.56,739.06,1600
131,4448.24,-19608.4,758.01,1600
132,3562.5,-20062.5,775,1600
133,2668.95,-20446.29,788.87,1600
134,1773.44,-20742.19,798.44,1600
135,881.84,-20932.62,802.54,1600
136,0,-21000,800,1600
137,-875,-20877.93,790.04,1600
138,-1750,-20554.69,773.44,1600
139,-2625,-20094.73,751.37,1600
140,-3500,-19562.5,725,1600
141,-4375,-19022.46,695.51,1600
142,-5250,-18539.06,664.06,1600
143,-6125,-18176.76,631.84,1600
144,-7000,-18000,600,1600
145,-7881.84,-18058.59,566.26,1600
146,-8773.44,-18312.5,528.52,1600
147,-9668.95,-18691.41,488.23,1600
148,-10562.5,-19125,446.88,1600
149,-11448.24,-19542.97,405.91,1600
150,-12320.31,-19875,366.8,1600
151,-13172.85,-20050.78,331.01,1600
152,-14000,-20000,300,1600
153,-14804.69,-19709.96,273.73,1600
154,-15593.75,-19242.19,250.78,1600
155,-16367.19,-18637.7,230.57,1600
156,-17125,-17937.5,212.5,1600
157,-17867.19,-17182.62,196,1600
158,-18593.75,-16414.06,180.47,1600
159,-19304.69,-15672.85,165.33,1600
160,-20000,-15000,150,1600
161,-20686.52,-14368.16,134.77,1600
162,-21367.19,-13726.56,120.31,1600
163,-22036.13,-13081.05,106.64,1600
164,-22687.5,-12437.5,93.75,1600
165,-23315.43,-11801.76,81.64,1600
166,-23914.06,-11179.69,70.31,1600
167,-24477.54,-10577.15,59.77,1600
168,-25000,-10000,50,1600
169,-25491.21,-9424.8,41.02,1600
170,-25960.94,-8835.94,32.81,1600
171,-26403.32,-8250.98,25.39,1600
172,-26812.5,-7687.5,18.75,1600
173,-27182.62,-7163.09,12.89,1600
174,-27507.81,-6695.31,7.81,1600
175,-27782.23,-6301.76,3.52,1600
176,-28000,-6000,0,1600
