index,x,y,z,widthCm
74,32246.09,7214.84,982.03,1700
75,32594.24,8338.38,969.82,1700
76,32906.25,9468.75,956.25,1700
77,33167.48,10603.03,941.89,1700
78,33363.28,11738.28,927.34,1700
79,33479,12871.58,913.18,1700
80,33500,14000,900,1700
81,33423.34,15142.09,887.5,1700
82,33261.72,16308.59,875,1700
83,33023.93,17484.86,862.5,1700
84,32718.75,18656.25,850,1700
85,32354.98,19808.11,837.5,1700
86,31941.41,20925.78,825,1700
87,31486.82,21994.63,812.5,1700
88,31000,23000,800,1700
89,30456.05,24003.91,787.5,1700
90,29835.94,25046.88,775,1700
91,29157.23,26082.03,762.5,1700
92,28437.5,27062.5,750,1700
93,27694.34,27941.41,737.5,1700
94,26945.31,28671.88,725,1700
95,26208.01,29207.03,712.5,1700
96,25500,29500,700,1700
97,24812.5,29444.34,687.5,1700
98,24125,29039.06,675,1700
99,23437.5,28395.51,662.5,1700
100,22750,27625,650,1700
101,22062.5,26838.87,637.5,1700
102,21375,26148.44,625,1700
103,20687.5,25665.04,612.5,1700
104,20000,25500,600,1700
105,19326.17,25700.2,587.5,1700
106,18671.88,26179.69,575,1700
107,18025.39,26850.59,562.5,1700
108,17375,27625,550,1700
109,16708.98,28415.04,537.5,1700
110,16015.63,29132.81,525,1700
111,15283.2,29690.43,512.5,1700
112,14500,30000,500,1700
113,13654.79,30078.13,487.5,1700
114,12753.91,30015.63,475,1700
115,11812.01,29835.94,462.5,1700
116,10843.75,29562.5,450,1700
117,9863.77,29218.75,437.5,1700
118,8886.72,28828.13,425,1700
119,7927.25,28414.06,412.5,1700
120,7000,28000,400,1700
121,6101.07,27509.28,387.16,1700
122,5214.84,26886.72,373.83,1700
123,4338.38,26187.99,360.3,1700
124,3468.75,25468.75,346.88,1700
125,2603.03,24784.67,333.84,1700
126,1738.28,24191.41,321.48,1700
127,871.58,23744.63,310.11,1700
128,0,23500,300,1700
129,-875,23525.39,291.36,1700
130,-1750,23796.88,283.98,1700
131,-2625,24232.42,277.59,1700
132,-3500,24750,271.88,1700
133,-4375,25267.58,266.55,1700
134,-5250,25703.13,261.33,1700
135,-6125,25974.61,255.91,1700
136,-7000,26000,250,1700
137,-7895.51,25789.55,243.75,1700
138,-8820.31,25425.78,237.5,1700
139,-9756.84,24935.06,231.25,1700
140,-10687.5,24343.75,225,1700
141,-11594.73,23678.22,218.75,1700
142,-12460.94,22964.84,212.5,1700
143,-13268.55,22229.98,206.25,1700
144,-14000,21500,200,1700
145,-14694.82,20737.79,193.41,1700
146,-15386.72,19902.34,186.33,1700
147,-16049.32,19014.16,179.05,1700
148,-16656.25,18093.75,171.88,1700
149,-17181.15,17161.62,165.09,1700
150,-17597.66,16238.28,158.98,1700
151,-17879.39,15344.24,153.86,1700
152,-18000,14500,150,1700
153,-17870.12,13695.31,147.27,1700
154,-17476.56,12906.25,145.31,1700
155,-16907.23,12132.81,144.14,1700
156,-16250,11375,143.75,1700
157,-15592.77,10632.81,144.14,1700
158,-15023.44,9906.25,145.31,1700
159,-14629.88,9195.31,147.27,1700
160,-14500,8500,150,1700
161,-14692.38,7827.15,154.2,1700
162,-15148.44,7179.69,160.16,1700
163,-15780.27,6551.76,167.29,1700
164,-16500,5937.5,175,1700
165,-17219.73,5331.05,182.71,1700
166,-17851.56,4726.56,189.84,1700
167,-18307.62,4118.16,195.8,1700
168,-18500,3500,200,1700
169,-18435.06,2813.48,202.05,1700
170,-18199.22,2039.06,202.34,1700
171,-17824.71,1229.49,201.46,1700
172,-17343.75,437.5,200,1700
173,-16788.57,-284.18,198.54,1700
174,-16191.41,-882.81,197.66,1700
175,-15584.47,-1305.66,197.95,1700
176,-15000,-1500,200,1700
177,-14408.2,-1430.66,204.2,1700
178,-13765.63,-1132.81,210.16,1700
179,-13083.98,-659.18,217.29,1700
180,-12375,-62.5,225,1700
181,-11650.39,604.49,232.71,1700
182,-10921.88,1289.06,239.84,1700
183,-10201.17,1938.48,245.8,1700
184,-9500,2500,250,1700
185,-8815.92,3041.02,252.73,1700
186,-8136.72,3640.63,254.69,1700
187,-7459.47,4263.67,255.86,1700
188,-6781.25,4875,256.25,1700
189,-6099.12,5439.45,255.86,1700
190,-5410.16,5921.88,254.69,1700
191,-4711.43,6287.11,252.73,1700
192,-4000,6500,250,1700
193,-3267.09,6496.09,246.14,1700
194,-2511.72,6281.25,241.02,1700
195,-1742.68,5925.78,234.91,1700
196,-968.75,5500,228.13,1700
197,-198.73,5074.22,220.95,1700
198,558.59,4718.75,213.67,1700
199,1294.43,4503.91,206.59,1700
200,2000,4500,200,1700
201,2686.52,4771,193.75,1700
202,3367.19,5277.34,187.5,1700
203,4036.13,5934.08,181.25,1700
204,4687.5,6656.25,175,1700
205,5315.43,7358.89,168.75,1700
206,5914.06,7957.03,162.5,1700
207,6477.54,8365.72,156.25,1700
208,7000,8500,150,1700
209,7463.87,8289.55,143.41,1700
210,7867.19,7785.16,136.33,1700
211,8227.54,7083.5,129.05,1700
212,8562.5,6281.25,121.88,1700
213,8889.65,5475.1,115.09,1700
214,9226.56,4761.72,108.98,1700
215,9590.82,4237.79,103.86,1700
216,10000,4000,100,1700
217,10458.98,4116.21,97.95,1700
218,10953.13,4523.44,97.66,1700
219,11470.7,5122.07,98.54,1700
220,12000,5812.5,100,1700
221,12529.3,6495.12,101.46,1700
222,13046.88,7070.31,102.34,1700
223,13541.02,7438.48,102.05,1700
224,14000,7500,100,1700
225,14474.12,7236.33,95.8,1700
226,14996.09,6734.38,89.84,1700
227,15527.83,6052.73,82.71,1700
228,16031.25,5250,75,1700
229,16468.26,4384.77,67.29,1700
230,16800.78,3515.63,60.16,1700
231,16990.72,2701.17,54.2,1700
232,17000,2000,50,1700
233,16816.89,1352.05,47.95,1700
234,16472.66,675.78,47.66,1700
235,15993.65,-2.44,48.54,1700
236,15406.25,-656.25,50,1700
237,14736.82,-1259.28,51.46,1700
238,14011.72,-1785.16,52.34,1700
239,13257.32,-2207.52,52.05,1700
240,12500,-2500,50,1700
241,11699.22,-2617.68,45.8,1700
242,10812.5,-2566.41,39.84,1700
243,9863.28,-2396,32.71,1700
244,8875,-2156.25,25,1700
245,7871.09,-1896.97,17.29,1700
246,6875,-1667.97,10.16,1700
247,5910.16,-1519.04,4.2,1700
248,5000,-1500,0,1700
249,4149.9,-1626.95,0,1700
250,3339.84,-1859.38,0,1700
251,2555.18,-2162.11,0,1700
252,1781.25,-2500,0,1700
253,1003.42,-2837.89,0,1700
254,207.03,-3140.63,0,1700
255,-622.56,-3373.05,0,1700
256,-1500,-3500,0,1700
257,-2441.89,-3501.46,0,1700
258,-3441.41,-3402.34,0,1700
259,-4478.03,-3234.86,0,1700
260,-5531.25,-3031.25,0,1700
261,-6580.57,-2823.73,0,1700
262,-7605.47,-2644.53,0,1700
263,-8585.45,-2525.88,0,1700
264,-9500,-2500,0,1700
265,-10349.12,-2584.96,0,1700
266,-11152.34,-2757.81,0,1700
267,-11918.46,-2989.26,0,1700
268,-12656.25,-3250,0,1700
269,-13374.51,-3510.74,0,1700
270,-14082.03,-3742.19,0,1700
271,-14787.6,-3915.04,0,1700
272,-15500,-4000,0,1700
273,-16249.02,-3987.79,0,1700
274,-17039.06,-3902.34,0,1700
275,-17840.82,-3764.16,0,1700
276,-18625,-3593.75,0,1700
277,-19362.3,-3411.62,0,1700
278,-20023.44,-3238.28,0,1700
279,-20579.1,-3094.24,0,1700
280,-21000,-3000,0,1700
