index,x,y,z,widthCm
78,15859.01,48951.63,2085.94,1300
79,17169.09,48302.59,2140.43,1300
80,18440.15,47637.05,2200,1300
81,19676.69,46952.74,2266.8,1287.5
82,20889.23,46244.43,2340.63,1275
83,22077.75,45512.11,2419.14,1262.5
84,23242.27,44755.77,2500,1250
85,24382.77,43975.43,2580.86,1237.5
86,25499.27,43171.07,2659.38,1225
87,26591.75,42342.71,2733.2,1212.5
88,27660.22,41490.33,2800,1200
89,28704.68,40613.94,2860.25,1200
90,29725.13,39713.54,2916.41,1200
91,30721.57,38789.14,2969.04,1200
92,31694,37840.72,3018.75,1200
93,32642.42,36868.29,3066.11,1200
94,33566.83,35871.85,3111.72,1200
95,34467.23,34851.4,3156.15,1200
96,35343.61,33806.94,3200,1200
97,36206.5,32738.46,3242.29,1212.5
98,37060.37,31645.98,3282.03,1225
99,37896.24,30529.49,3319.82,1237.5
100,38705.1,29388.98,3356.25,1250
101,39477.94,28224.47,3391.89,1262.5
102,40205.76,27035.94,3427.34,1275
103,40879.56,25823.41,3463.18,1287.5
104,41490.33,24586.86,3500,1300
105,42032.07,23305.3,3538.18,1300
106,42510.78,21969.71,3577.34,1300
107,42935.47,20598.1,3616.89,1300
108,43315.14,19208.49,3656.25,1300
109,43658.79,17818.87,3694.82,1300
110,43975.43,16447.27,3732.03,1300
111,44274.06,15111.68,3767.29,1300
112,44563.69,13830.11,3800,1300
113,44860.82,12614.57,3832.52,1300
114,45163.95,11453.06,3866.41,1300
115,45455.08,10327.56,3899.9,1300
116,45716.2,9220.07,3931.25,1300
117,45929.29,8112.58,3958.69,1300
118,46076.36,6987.09,3980.47,1300
119,46139.38,5825.57,3994.82,1300
120,46100.37,4610.04,4000,1300
121,45947.3,3317.97,3994.82,1300
122,45692.19,1956.86,3980.47,1300
123,45353.04,553.74,3958.69,1300
124,44947.86,-864.38,3931.25,1300
125,44494.66,-2270.5,3899.9,1300
126,44011.44,-3637.61,3866.41,1300
127,43516.22,-4938.68,3832.52,1300
128,43027.01,-6146.72,3800,1300
129,42545.3,-7264.71,3768.65,1300
130,42054.58,-8319.68,3736.72,1300
131,41545.85,-9320.62,3703.61,1300
132,41010.12,-10276.54,3668.75,1300
133,40438.37,-11196.45,3631.54,1300
134,39821.59,-12089.34,3591.41,1300
135,39150.8,-12964.23,3547.75,1300
136,38416.97,-13830.11,3500,1300
137,37614.12,-14682.49,3447.07,1287.5
138,36748.23,-15510.85,3389.06,1275
139,35828.33,-16315.21,3327.15,1262.5
140,34863.4,-17095.55,3262.5,1250
141,33862.46,-17851.89,3196.29,1237.5
142,32834.51,-18584.21,3129.69,1225
143,31788.54,-19292.52,3063.87,1212.5
144,30733.58,-19976.83,3000,1200
145,29654.6,-20626.61,2937.5,1200
146,28536.61,-21237.38,2875,1200
147,27388.6,-21818.14,2812.5,1200
148,26219.58,-22377.89,2750,1200
149,25038.56,-22925.63,2687.5,1200
150,23854.54,-23470.37,2625,1200
151,22676.52,-24021.11,2562.5,1200
152,21513.5,-24586.86,2500,1200
153,20361,-25184.13,2437.5,1212.5
154,19208.49,-25811.4,2375,1225
155,18055.98,-26450.69,2312.5,1237.5
156,16903.47,-27083.97,2250,1250
157,15750.96,-27693.23,2187.5,1262.5
158,14598.45,-28260.49,2125,1275
159,13445.94,-28767.71,2062.5,1287.5
160,12293.43,-29196.9,2000,1300
161,11151.43,-29551.81,1936.82,1300
162,10024.43,-29851.19,1872.66,1300
163,8903.43,-30099.55,1808.11,1300
164,7779.44,-30301.39,1743.75,1300
165,6643.43,-30461.21,1680.18,1300
166,5486.42,-30583.51,1617.97,1300
167,4299.4,-30672.8,1557.71,1300
168,3073.36,-30733.58,1500,1300
169,1802.3,-30758.34,1444.53,1312.5
170,492.22,-30739.58,1390.63,1325
171,-847.87,-30681.8,1338.28,1337.5
172,-2208.98,-30589.51,1287.5,1350
173,-3582.08,-30467.21,1238.28,1362.5
174,-4958.19,-30319.39,1190.63,1375
175,-6328.3,-30150.57,1144.53,1387.5
176,-7683.39,-29965.24,1100,1400
177,-9027.99,-29761.15,1057.71,1400
178,-10372.58,-29533.05,1017.97,1400
179,-11717.18,-29280.94,980.18,1400
180,-13061.77,-29004.81,943.75,1400
181,-14406.36,-28704.68,908.11,1400
182,-15750.96,-28380.54,872.66,1400
183,-17095.55,-28032.38,836.82,1400
184,-18440.15,-27660.22,800,1400
185,-19795.25,-27264.04,761.82,1387.5
186,-21165.35,-26843.86,722.66,1375
187,-22541.46,-26399.66,683.11,1362.5
188,-23914.57,-25931.46,643.75,1350
189,-25275.67,-25439.24,605.18,1337.5
190,-26615.76,-24923.01,567.97,1325
191,-27925.84,-24382.77,532.71,1312.5
192,-29196.9,-23818.52,500,1300
193,-30422.94,-23225.01,470.21,1300
194,-31609.96,-22599.98,442.97,1300
195,-32766.98,-21947.95,417.68,1300
196,-33902.98,-21273.4,393.75,1300
197,-35026.97,-20580.84,370.61,1300
198,-36147.97,-19874.78,347.66,1300
199,-37274.97,-19159.71,324.32,1300
200,-38416.97,-18440.15,300,1300
201,-39569.48,-17708.57,274.32,1300
202,-40721.99,-16957.49,247.66,1300
203,-41874.5,-16191.4,220.61,1300
204,-43027.01,-15414.81,193.75,1300
205,-44179.52,-14632.21,167.68,1300
206,-45332.03,-13848.12,142.97,1300
207,-46484.54,-13067.02,120.21,1300
208,-47637.05,-12293.43,100,1300
209,-48821.07,-11525.09,82.03,1300
210,-50050.11,-10756.75,65.63,1300
211,-51297.16,-9988.41,50.78,1300
212,-52535.21,-9220.07,37.5,1300
213,-53737.24,-8451.73,25.78,1300
214,-54876.24,-7683.39,15.63,1300
215,-55925.21,-6915.05,7.03,1300
216,-56857.12,-6146.72,0,1300
217,-57685.48,-5336.36,0,1300
218,-58441.82,-4465.97,0,1300
219,-59126.12,-3571.58,0,1300
220,-59738.39,-2689.19,0,1300
221,-60278.63,-1854.82,0,1300
222,-60746.84,-1104.49,0,1300
223,-61143.01,-474.21,0,1300
224,-61467.16,0,0,1300
