index,x,y,z,widthCm
147,37105.47,23270.51,0,1700
148,37562.5,22375,0,1700
149,37980.47,21432.62,0,1700
150,38359.38,20460.94,0,1700
151,38699.22,19477.54,0,1700
152,39000,18500,0,1700
153,39268.55,17502.44,1.54,1700
154,39507.81,16457.03,3.59,1700
155,39711.91,15378.42,6.04,1700
156,39875,14281.25,8.75,1700
157,39991.21,13180.18,11.62,1700
158,40054.69,12089.84,14.53,1700
159,40059.57,11024.9,17.36,1700
160,40000,10000,20,1700
161,39807.13,8987.3,22.57,1700
162,39457.03,7960.94,25.23,1700
163,39011.23,6938.48,27.94,1700
164,38531.25,5937.5,30.63,1700
165,38078.61,4975.59,33.23,1700
166,37714.84,4070.31,35.7,1700
167,37501.46,3239.26,37.98,1700
168,37500,2500,40,1700
169,37778.81,1888.18,41.73,1700
170,38308.59,1402.34,43.2,1700
171,39004.39,1004.39,44.48,1700
172,39781.25,656.25,45.63,1700
173,40554.2,319.82,46.69,1700
174,41238.28,-42.97,47.73,1700
175,41748.54,-470.21,48.82,1700
176,42000,-1000,50,1700
177,42000.98,-1626.95,51.18,1700
178,41835.94,-2312.5,52.27,1700
179,41534.18,-3044.92,53.31,1700
180,41125,-3812.5,54.38,1700
181,40637.7,-4603.52,55.52,1700
182,40101.56,-5406.25,56.8,1700
183,39545.9,-6208.98,58.27,1700
184,39000,-7000,60,1700
185,38452.64,-7802.25,62.02,1700
186,37871.09,-8636.72,64.3,1700
187,37252.44,-9488.77,66.77,1700
188,36593.75,-10343.75,69.38,1700
189,35892.09,-11187.01,72.06,1700
190,35144.53,-12003.91,74.77,1700
191,34348.14,-12779.79,77.43,1700
192,33500,-13500,80,1700
193,32570.8,-14226.56,82.77,1700
194,31550.78,-15000,85.94,1700
195,30466.31,-15773.44,89.26,1700
196,29343.75,-16500,92.5,1700
197,28209.47,-17132.81,95.43,1700
198,27089.84,-17625,97.81,1700
199,26011.23,-17929.69,99.41,1700
200,25000,-18000,100,1700
201,24046.39,-17726.07,99.48,1700
202,23121.09,-17105.47,98.05,1700
203,22221.19,-16252.44,95.87,1700
204,21343.75,-15281.25,93.13,1700
205,20485.84,-14306.15,89.99,1700
206,19644.53,-13441.41,86.64,1700
207,18816.89,-12801.27,83.25,1700
208,18000,-12500,80,1700
209,17205.57,-12600.1,76.66,1700
210,16441.41,-13019.53,72.97,1700
211,15698.73,-13655.76,69.04,1700
212,14968.75,-14406.25,65,1700
213,14242.68,-15168.46,60.96,1700
214,13511.72,-15839.84,57.03,1700
215,12767.09,-16317.87,53.34,1700
216,12000,-16500,50,1700
217,11208.01,-16324.71,46.95,1700
218,10398.44,-15863.28,44.06,1700
219,9577.15,-15212.4,41.33,1700
220,8750,-14468.75,38.75,1700
221,7922.85,-13729,36.33,1700
222,7101.56,-13089.84,34.06,1700
223,6291.99,-12647.95,31.95,1700
224,5500,-12500,30,1700
225,4732.91,-12710.45,28.27,1700
226,3988.28,-13214.84,26.8,1700
227,3257.32,-13916.5,25.52,1700
228,2531.25,-14718.75,24.37,1700
229,1801.27,-15524.9,23.31,1700
230,1058.59,-16238.28,22.27,1700
231,294.43,-16762.21,21.18,1700
232,-500,-17000,20,1700
233,-1327.15,-16907.71,18.75,1700
234,-2179.69,-16558.59,17.5,1700
235,-3051.76,-16031.74,16.25,1700
236,-3937.5,-15406.25,15,1700
237,-4831.05,-14761.23,13.75,1700
238,-5726.56,-14175.78,12.5,1700
239,-6618.16,-13729,11.25,1700
240,-7500,-13500,10,1700
241,-8381.84,-13534.67,8.68,1700
242,-9273.44,-13777.34,7.27,1700
243,-10168.95,-14154.79,5.81,1700
244,-11062.5,-14593.75,4.38,1700
245,-11948.24,-15021,3.02,1700
246,-12820.31,-15363.28,1.8,1700
247,-13672.85,-15547.36,0.77,1700
248,-14500,-15500,0,1700
249,-15314.94,-15206.54,0,1700
250,-16128.91,-14730.47,0,1700
251,-16933.11,-14115.72,0,1700
252,-17718.75,-13406.25,0,1700
253,-18477.05,-12646,0,1700
254,-19199.22,-11878.91,0,1700
255,-19876.46,-11148.93,0,1700
256,-20500,-10500,0,1700
257,-21067.38,-9910.16,0,1700
258,-21585.94,-9328.13,0,1700
259,-22061.52,-8753.91,0,1700
260,-22500,-8187.5,0,1700
261,-22907.23,-7628.91,0,1700
262,-23289.06,-7078.13,0,1700
263,-23651.37,-6535.16,0,1700
264,-24000,-6000,0,1700
265,-24335.45,-5448.73,0,1700
266,-24652.34,-4871.09,0,1700
267,-24947.75,-4287.6,0,1700
268,-25218.75,-3718.75,0,1700
269,-25462.4,-3185.06,0,1700
270,-25675.78,-2707.03,0,1700
271,-25855.96,-2305.18,0,1700
272,-26000,-2000,0,1700
