index,x,y,z,widthCm
84,-42289,-29991.31,3656.25,1100
85,-41247.86,-30157.97,3688.96,1100
86,-40202.79,-30226.6,3722.66,1100
87,-39165.56,-30208.95,3759.08,1100
88,-38147.94,-30116.8,3800,1100
89,-37144.05,-29930.53,3845.21,1100
90,-36140.16,-29630.54,3892.97,1100
91,-35136.26,-29228.59,3942.68,1100
92,-34132.37,-28736.45,3993.75,1100
93,-33128.48,-28165.87,4045.61,1100
94,-32124.59,-27528.64,4097.66,1100
95,-31120.69,-26836.5,4149.32,1100
96,-30116.8,-26101.23,4200,1100
97,-29099.18,-25262.03,4251.37,1100
98,-28061.95,-24281.67,4304.69,1100
99,-27016.89,-23207.19,4358.79,1100
100,-25975.74,-22085.65,4412.5,1100
101,-24950.28,-20964.12,4464.65,1100
102,-23952.27,-19889.64,4514.06,1100
103,-22993.47,-18909.27,4559.57,1100
104,-22085.65,-18070.08,4600,1100
105,-21236.66,-17293.63,4634.57,1100
106,-20438.64,-16501.5,4664.06,1100
107,-19679.84,-15740.73,4689.65,1100
108,-18948.49,-15058.4,4712.5,1100
109,-18232.82,-14501.55,4733.79,1100
110,-17521.07,-14117.25,4754.69,1100
111,-16801.49,-13952.55,4776.37,1100
112,-16062.29,-14054.51,4800,1100
113,-15295.65,-14468.22,4824.32,1100
114,-14509.4,-15168.2,4847.66,1100
115,-13715.3,-16095.62,4870.61,1100
116,-12925.13,-17191.67,4893.75,1100
117,-12150.64,-18397.52,4917.68,1100
118,-11403.6,-19654.35,4942.97,1100
119,-10695.78,-20903.33,4970.21,1100
120,-10038.93,-22085.65,5000,1100
121,-9372.28,-23258.17,5032.71,1100
122,-8658.58,-24501.27,5067.97,1100
123,-7944.87,-25791.43,5105.18,1100
124,-7278.23,-27105.12,5143.75,1100
125,-6705.69,-28418.81,5183.11,1100
126,-6274.33,-29708.97,5222.66,1100
127,-6031.2,-30952.07,5261.82,1100
128,-6023.36,-32124.59,5300,1100
129,-6282.18,-33252,5337.5,1100
130,-6776.28,-34367.66,5375,1100
131,-7458.61,-35459.79,5412.5,1100
132,-8282.12,-36516.62,5450,1100
133,-9199.74,-37526.39,5487.5,1100
134,-10164.42,-38477.35,5525,1100
135,-11129.1,-39357.71,5562.5,1100
136,-12046.72,-40155.73,5600,1100
137,-12954.54,-40863.55,5637.5,1100
138,-13913.33,-41489.03,5675,1100
139,-14911.34,-42043.91,5712.5,1100
140,-15936.81,-42539.98,5750,1100
141,-16977.95,-42988.98,5787.5,1100
142,-18023.02,-43402.7,5825,1100
143,-19060.25,-43792.88,5862.5,1100
144,-20077.87,-44171.3,5900,1100
145,-21081.76,-44559.53,5937.5,1100
146,-22085.65,-44955.6,5975,1100
147,-23089.55,-45335.98,6012.5,1100
148,-24093.44,-45677.14,6050,1100
149,-25097.33,-45955.57,6087.5,1100
150,-26101.23,-46147.72,6125,1100
151,-27105.12,-46230.07,6162.5,1100
152,-28109.01,-46179.09,6200,1100
153,-29112.91,-45979.1,6237.5,1100
154,-30116.8,-45645.77,6275,1100
155,-31120.69,-45202.65,6312.5,1100
156,-32124.59,-44673.25,6350,1100
157,-33128.48,-44081.11,6387.5,1100
158,-34132.37,-43449.76,6425,1100
159,-35136.26,-42802.72,6462.5,1100
160,-36140.16,-42163.52,6500,1100
161,-37144.05,-41506.67,6537.5,1100
162,-38147.94,-40798.85,6575,1100
163,-39151.84,-40051.81,6612.5,1100
164,-40155.73,-39277.32,6650,1100
165,-41159.62,-38487.15,6687.5,1100
166,-42163.52,-37693.06,6725,1100
167,-43167.41,-36906.8,6762.5,1100
168,-44171.3,-36140.16,6800,1100
169,-45188.92,-35400.96,6837.5,1100
170,-46226.15,-34681.38,6875,1100
171,-47271.22,-33969.63,6912.5,1100
172,-48312.36,-33253.97,6950,1100
173,-49337.83,-32522.61,6987.5,1100
174,-50335.84,-31763.81,7025,1100
175,-51294.63,-30965.79,7062.5,1100
176,-52202.45,-30116.8,7100,1100
177,-53065.17,-29195.26,7137.5,1100
178,-53896.52,-28203.13,7175,1100
179,-54696.5,-27163.94,7212.5,1100
180,-55465.1,-26101.23,7250,1100
181,-56202.34,-25038.51,7287.5,1100
182,-56908.2,-23999.32,7325,1100
183,-57582.69,-23007.19,7362.5,1100
184,-58225.81,-22085.65,7400,1100
185,-58810.11,-21250.38,7437.5,1100
186,-59323.82,-20485.7,7475,1100
187,-59790.47,-19768.07,7512.5,1100
188,-60233.6,-19073.97,7550,1100
189,-60676.72,-18379.87,7587.5,1100
190,-61143.38,-17662.25,7625,1100
191,-61657.09,-16897.56,7662.5,1100
192,-62241.38,-16062.29,7700,1100
193,-62898.23,-15140.75,7738.18,1100
194,-63606.05,-14148.62,7777.34,1100
195,-64353.09,-13109.43,7816.89,1100
196,-65127.58,-12046.72,7856.25,1100
197,-65917.75,-10984,7894.82,1100
198,-66711.85,-9944.82,7932.03,1100
199,-67498.1,-8952.69,7967.29,1100
200,-68264.74,-8031.15,8000,1100
201,-69017.66,-7195.88,8029.1,1100
202,-69770.58,-6431.19,8054.69,1100
203,-70523.5,-5713.56,8077.93,1100
204,-71276.42,-5019.47,8100,1100
205,-72029.34,-4325.37,8122.07,1100
206,-72782.26,-3607.74,8145.31,1100
207,-73535.18,-2843.06,8170.9,1100
208,-74288.1,-2007.79,8200,1100
209,-75054.75,-1099.97,8232.71,1100
210,-75841,-141.17,8267.97,1100
211,-76635.1,856.84,8305.18,1100
212,-77425.27,1882.3,8343.75,1100
213,-78199.76,2923.45,8383.11,1100
214,-78946.8,3968.52,8422.66,1100
215,-79654.62,5005.74,8461.82,1100
216,-80311.46,6023.36,8500,1100
217,-80964.39,7013.53,8537.5,1100
218,-81644.76,7984.09,8575,1100
219,-82317.29,8946.81,8612.5,1100
220,-82946.68,9913.45,8650,1100
221,-83497.65,10895.77,8687.5,1100
222,-83934.89,11905.55,8725,1100
223,-84223.12,12954.54,8762.5,1100
224,-84327.04,14054.51,8800,1100
225,-84223.12,15240.75,8837.5,1100
226,-83934.89,16517.18,8875,1100
227,-83497.65,17848.52,8912.5,1100
228,-82946.68,19199.46,8950,1100
229,-82317.29,20534.72,8987.5,1100
230,-81644.76,21818.99,9025,1100
231,-80964.39,23017,9062.5,1100
232,-80311.46,24093.44,9100,1100
233,-79668.34,25093.41,9138.18,1100
234,-78993.85,26069.85,9177.34,1100
235,-78287.99,26999.24,9216.89,1100
236,-77550.76,27858.04,9256.25,1100
237,-76782.15,28622.72,9294.82,1100
238,-75982.17,29269.76,9332.03,1100
239,-75150.82,29775.63,9367.29,1100
240,-74288.1,30116.8,9400,1100
241,-73366.56,30277.58,9430.47,1100
242,-72374.43,30273.66,9459.38,1100
243,-71335.25,30128.56,9486.72,1100
244,-70272.53,29865.83,9512.5,1100
245,-69209.81,29508.97,9536.72,1100
246,-68170.63,29081.53,9559.38,1100
247,-67178.5,28607.04,9580.47,1100
248,-66256.96,28109.01,9600,1100
249,-65407.96,27548.24,9617.29,1100
250,-64609.94,26885.52,9632.03,1100
251,-63851.14,26144.36,9644.82,1100
252,-63119.79,25348.31,9656.25,1100
253,-62404.12,24520.88,9666.89,1100
254,-61692.38,23685.61,9677.34,1100
255,-60972.79,22866.02,9688.18,1100
256,-60233.6,22085.65,9700,1100
257,-59466.95,21319.01,9711.82,1100
258,-58680.7,20532.75,9722.66,1100
259,-57886.6,19738.66,9733.11,1100
260,-57096.43,18948.49,9743.75,1100
261,-56321.94,18174,9755.18,1100
262,-55574.9,17426.96,9767.97,1100
263,-54867.08,16719.14,9782.71,1100
264,-54210.24,16062.29,9800,1100
265,-53612.21,15464.27,9821.58,1100
266,-53065.17,14917.23,9847.66,1100
267,-52557.34,14409.4,9876.46,1100
268,-52076.96,13929.02,9906.25,1100
269,-51612.27,13464.33,9935.25,1100
270,-51151.5,13003.56,9961.72,1100
271,-50682.89,12534.94,9983.89,1100
272,-50194.66,12046.72,10000,1100
273,-49665.27,11517.32,10009.57,1100
274,-49096.66,10948.71,10014.06,1100
275,-48512.36,10364.41,10014.65,1100
276,-47935.9,9787.96,10012.5,1100
277,-47390.82,9242.88,10008.79,1100
278,-46900.64,8752.69,10004.69,1100
279,-46488.89,8340.94,10001.37,1100
280,-46179.09,8031.15,10000,1100
