index,x,y,z,widthCm
60,7437.5,19406.25,111.25,1600
61,8022.46,20144.04,114.55,1600
62,8632.81,20863.28,117.34,1600
63,9286.13,21502.44,119.28,1600
64,10000,22000,120,1600
65,10769.04,22390.14,119.41,1600
66,11574.22,22746.09,117.81,1600
67,12412.6,23064.94,115.43,1600
68,13281.25,23343.75,112.5,1600
69,14177.25,23579.59,109.26,1600
70,15097.66,23769.53,105.94,1600
71,16039.55,23910.64,102.77,1600
72,17000,24000,100,1600
73,18007.81,24059.57,97.5,1600
74,19078.13,24101.56,95,1600
75,20187.5,24108.4,92.5,1600
76,21312.5,24062.5,90,1600
77,22429.69,23946.29,87.5,1600
78,23515.63,23742.19,85,1600
79,24546.88,23432.62,82.5,1600
80,25500,23000,80,1600
81,26396.97,22422.36,77.5,1600
82,27269.53,21707.03,75,1600
83,28108.89,20880.37,72.5,1600
84,28906.25,19968.75,70,1600
85,29652.83,18998.54,67.5,1600
86,30339.84,17996.09,65,1600
87,30958.5,16987.79,62.5,1600
88,31500,16000,60,1600
89,31979,14995.61,57.43,1600
90,32410.16,13933.59,54.77,1600
91,32784.67,12834.47,52.06,1600
92,33093.75,11718.75,49.38,1600
93,33328.61,10606.93,46.77,1600
94,33480.47,9519.53,44.3,1600
95,33540.53,8477.05,42.02,1600
96,33500,7500,40,1600
97,33277.83,6581.54,38.2,1600
98,32847.66,5699.22,36.56,1600
99,32282.71,4850.1,35.08,1600
100,31656.25,4031.25,33.75,1600
101,31041.5,3239.75,32.58,1600
102,30511.72,2472.66,31.56,1600
103,30140.14,1727.05,30.7,1600
104,30000,1000,30,1600
105,30157.23,306.64,29.59,1600
106,30570.31,-343.75,29.53,1600
107,31151.37,-962.89,29.71,1600
108,31812.5,-1562.5,30,1600
109,32465.82,-2154.3,30.29,1600
110,33023.44,-2750,30.47,1600
111,33397.46,-3361.33,30.41,1600
112,33500,-4000,30,1600
113,33333.98,-4666.99,29.16,1600
114,32984.38,-5351.56,27.97,1600
115,32486.33,-6047.85,26.54,1600
116,31875,-6750,25,1600
117,31185.55,-7452.15,23.46,1600
118,30453.13,-8148.44,22.03,1600
119,29712.89,-8833.01,20.84,1600
120,29000,-9500,20,1600
121,28276.37,-10145.51,19.59,1600
122,27492.19,-10773.44,19.53,1600
123,26665.04,-11389.65,19.71,1600
124,25812.5,-12000,20,1600
125,24952.15,-12610.35,20.29,1600
126,24101.56,-13226.56,20.47,1600
127,23278.32,-13854.49,20.41,1600
128,22500,-14500,20,1600
129,21768.07,-15163.57,19.23,1600
130,21066.41,-15839.84,18.2,1600
131,20386.23,-16525.88,16.98,1600
132,19718.75,-17218.75,15.63,1600
133,19055.18,-17915.53,14.19,1600
134,18386.72,-18613.28,12.73,1600
135,17704.59,-19309.08,11.32,1600
136,17000,-20000,10,1600
137,16284.18,-20714.84,8.68,1600
138,15570.31,-21468.75,7.27,1600
139,14852.54,-22238.28,5.81,1600
140,14125,-23000,4.38,1600
141,13381.84,-23730.47,3.02,1600
142,12617.19,-24406.25,1.8,1600
143,11825.2,-25003.91,0.77,1600
144,11000,-25500,0,1600
145,10124.02,-25919.92,0,1600
146,9195.31,-26296.88,0,1600
147,8231.45,-26619.14,0,1600
148,7250,-26875,0,1600
149,6268.55,-27052.73,0,1600
150,5304.69,-27140.63,0,1600
151,4375.98,-27126.95,0,1600
152,3500,-27000,0,1600
153,2657.71,-26728.03,0.77,1600
154,1824.22,-26308.59,1.8,1600
155,1008.3,-25773.93,3.02,1600
156,218.75,-25156.25,4.38,1600
157,-535.64,-24487.79,5.81,1600
158,-1246.09,-23800.78,7.27,1600
159,-1903.81,-23127.44,8.68,1600
160,-2500,-22500,10,1600
161,-3001.46,-21875,11.25,1600
162,-3402.34,-21203.13,12.5,1600
163,-3734.86,-20507.81,13.75,1600
164,-4031.25,-19812.5,15,1600
165,-4323.73,-19140.63,16.25,1600
166,-4644.53,-18515.63,17.5,1600
167,-5025.88,-17960.94,18.75,1600
168,-5500,-17500,20,1600
169,-6081.54,-17168.95,21.32,1600
170,-6746.09,-16960.94,22.73,1600
171,-7467.29,-16834.96,24.19,1600
172,-8218.75,-16750,25.63,1600
173,-8974.12,-16665.04,26.98,1600
174,-9707.03,-16539.06,28.2,1600
175,-10391.11,-16331.05,29.23,1600
176,-11000,-16000,30,1600
177,-11522.95,-15484.38,30.55,1600
178,-11980.47,-14796.88,30.94,1600
179,-12393.07,-14007.81,31.17,1600
180,-12781.25,-13187.5,31.25,1600
181,-13165.53,-12406.25,31.17,1600
182,-13566.41,-11734.38,30.94,1600
183,-14004.39,-11242.19,30.55,1600
184,-14500,-11000,30,1600
185,-15060.06,-11085.45,29.23,1600
186,-15667.97,-11464.84,28.2,1600
187,-16309.08,-12041.5,26.98,1600
188,-16968.75,-12718.75,25.62,1600
189,-17632.32,-13399.9,24.19,1600
190,-18285.16,-13988.28,22.73,1600
191,-18912.6,-14387.21,21.32,1600
192,-19500,-14500,20,1600
193,-20054.69,-14327.15,18.75,1600
194,-20593.75,-13960.94,17.5,1600
195,-21117.19,-13442.38,16.25,1600
196,-21625,-12812.5,15,1600
197,-22117.19,-12112.3,13.75,1600
198,-22593.75,-11382.81,12.5,1600
199,-23054.69,-10665.04,11.25,1600
200,-23500,-10000,10,1600
201,-23933.11,-9326.17,8.68,1600
202,-24355.47,-8578.13,7.27,1600
203,-24764.16,-7791.02,5.81,1600
204,-25156.25,-7000,4.38,1600
205,-25528.81,-6240.23,3.02,1600
206,-25878.91,-5546.88,1.8,1600
207,-26203.61,-4955.08,0.77,1600
208,-26500,-4500,0,1600
209,-26769.53,-4194.82,0,1600
210,-27015.63,-4011.72,0,1600
211,-27238.28,-3924.32,0,1600
212,-27437.5,-3906.25,0,1600
213,-27613.28,-3931.15,0,1600
214,-27765.63,-3972.66,0,1600
215,-27894.53,-4004.39,0,1600
216,-28000,-4000,0,1600
